Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
13/5/2020,Shell V Power/Expense/Transport/Fuel,Shell V Power,Expense,Transport,Fuel,291,0,4218,DR
13/5/2020,The Body Shop /Expense/Personal/Hair & Beauty,The Body Shop ,Expense,Personal,Hair & Beauty,154,0,4064,DR
13/5/2020,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,73,0,3991,DR
14/5/2020, Commonwealth Bank /Expense/Household/Rent & Mortgage, Commonwealth Bank ,Expense,Household,Rent & Mortgage,296,0,3695,DR
15/5/2020,"Kmart Tyre & Auto Service /Expense/Transport/Car Insurance, Rego & Maintenance",Kmart Tyre & Auto Service ,Expense,Transport,"Car Insurance, Rego & Maintenance",251,0,3444,DR
16/5/2020, Metricon /Expense/Household/Maintenance & Improvements, Metricon ,Expense,Household,Maintenance & Improvements,261,0,3183,DR
16/5/2020,"NRMA Roadside Assistance /Expense/Transport/Car Insurance, Rego & Maintenance",NRMA Roadside Assistance ,Expense,Transport,"Car Insurance, Rego & Maintenance",278,0,2905,DR
16/5/2020,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,72,0,2833,DR
17/5/2020,"Netflix /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Netflix ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",23,0,2810,DR
18/5/2020,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,235,0,2575,DR
19/5/2020,Target /Expense/Personal/Clothing & Accessories,Target ,Expense,Personal,Clothing & Accessories,185,0,2390,DR
20/5/2020,The Victory Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Victory Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,45,0,2345,DR
21/5/2020,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,188,0,2157,DR
21/5/2020,ABC Reading Eggs /Expense/Personal/Education,ABC Reading Eggs ,Expense,Personal,Education,169,0,1988,DR
22/5/2020,Guzman y Gomez /Expense/Leisure & Lifestyle/Takeaway,Guzman y Gomez ,Expense,Leisure & Lifestyle,Takeaway,121,0,1867,DR
22/5/2020,The Sydney Morning Herald /Expense/Personal/Education,The Sydney Morning Herald ,Expense,Personal,Education,143,0,1724,DR
22/5/2020,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,160,0,1564,DR
24/5/2020,Palace Cinemas /Expense/Leisure & Lifestyle/Entertainment,Palace Cinemas ,Expense,Leisure & Lifestyle,Entertainment,17,0,1547,DR
25/5/2020,"Service NSW /Expense/Transport/Car Insurance, Rego & Maintenance",Service NSW ,Expense,Transport,"Car Insurance, Rego & Maintenance",65,0,1482,DR
27/5/2020,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,85,0,1397,DR
27/5/2020,Vodafone Prepaid /Expense/Personal/Mobile Phone,Vodafone Prepaid ,Expense,Personal,Mobile Phone,55,0,1342,DR
28/5/2020,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",82,0,1260,DR
28/5/2020,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",28,0,1232,DR
1/6/2020,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7232,CR
2/6/2020,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",69,0,7163,DR
4/6/2020,"Supercheap Auto /Expense/Transport/Car Insurance, Rego & Maintenance",Supercheap Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",571,0,6592,DR
6/6/2020,Quay Restaurant /Expense/Leisure & Lifestyle/Pubs & Bars,Quay Restaurant ,Expense,Leisure & Lifestyle,Pubs & Bars,249,0,6343,DR
7/6/2020,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,445,0,5898,DR
8/6/2020,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,412,0,5486,DR
11/6/2020,Sea Kayak Tours /Expense/Leisure & Lifestyle/Holidays & Travel,Sea Kayak Tours ,Expense,Leisure & Lifestyle,Holidays & Travel,155,0,5331,DR
15/6/2020,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,204,0,5127,DR
16/6/2020,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,145,0,4982,DR
17/6/2020,Dental Clinic /Expense/Personal/Health & Medical,Dental Clinic ,Expense,Personal,Health & Medical,256,0,4726,DR
18/6/2020,Culture Kings /Expense/Personal/Clothing & Accessories,Culture Kings ,Expense,Personal,Clothing & Accessories,407,0,4319,DR
18/6/2020,Tennis Australia /Expense/Personal/Fitness & Wellbeing,Tennis Australia ,Expense,Personal,Fitness & Wellbeing,277,0,4042,DR
18/6/2020,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,88,0,3954,DR
19/6/2020,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,338,0,3616,DR
19/6/2020,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,219,0,3397,DR
20/6/2020,SEQTA /Expense/Personal/Education,SEQTA ,Expense,Personal,Education,68,0,3329,DR
21/6/2020,Sea Kayak Tours /Expense/Leisure & Lifestyle/Holidays & Travel,Sea Kayak Tours ,Expense,Leisure & Lifestyle,Holidays & Travel,32,0,3297,DR
24/6/2020,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,130,0,3167,DR
25/6/2020,Beachfront Markets /Expense/Personal/Clothing & Accessories,Beachfront Markets ,Expense,Personal,Clothing & Accessories,234,0,2933,DR
26/6/2020, Ray White Real Estate /Expense/Personal/Life Admin, Ray White Real Estate ,Expense,Personal,Life Admin,269,0,2664,DR
28/6/2020,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,95,0,2569,DR
28/6/2020,Apple Store /Expense/Leisure & Lifestyle/Electronics,Apple Store ,Expense,Leisure & Lifestyle,Electronics,198,0,2371,DR
28/6/2020,Gardening Australia /Expense/Household/Maintenance & Improvements,Gardening Australia ,Expense,Household,Maintenance & Improvements,93,0,2278,DR
28/6/2020,"JAX Tyres /Expense/Transport/Car Insurance, Rego & Maintenance",JAX Tyres ,Expense,Transport,"Car Insurance, Rego & Maintenance",128,0,2150,DR
1/7/2020,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,8150,CR
2/7/2020,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,45,0,8105,DR
2/7/2020,ATO Tax Refund /Income/Income/Other Income,ATO Tax Refund ,Income,Income,Other Income,748,0,7357,DR
2/7/2020,Palace Cinemas /Expense/Leisure & Lifestyle/Entertainment,Palace Cinemas ,Expense,Leisure & Lifestyle,Entertainment,476,0,6881,DR
2/7/2020,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,279,0,6602,DR
3/7/2020,"Kayo Sports /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Kayo Sports ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",455,0,6147,DR
3/7/2020, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,296,0,5851,DR
4/7/2020,F45 Training /Expense/Personal/Fitness & Wellbeing,F45 Training ,Expense,Personal,Fitness & Wellbeing,82,0,5769,DR
4/7/2020,Booktopia /Expense/Leisure & Lifestyle/Hobbies,Booktopia ,Expense,Leisure & Lifestyle,Hobbies,203,0,5566,DR
4/7/2020,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,313,0,5253,DR
5/7/2020,Centrelink JobSeeker Payment /Income/Income/Other Income,Centrelink JobSeeker Payment ,Income,Income,Other Income,354,0,4899,DR
8/7/2020,Taronga Zoo /Expense/Leisure & Lifestyle/Entertainment,Taronga Zoo ,Expense,Leisure & Lifestyle,Entertainment,243,0,4656,DR
8/7/2020,Guzman y Gomez /Expense/Leisure & Lifestyle/Takeaway,Guzman y Gomez ,Expense,Leisure & Lifestyle,Takeaway,173,0,4483,DR
8/7/2020,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,350,0,4133,DR
9/7/2020,ABC Reading Eggs /Expense/Personal/Education,ABC Reading Eggs ,Expense,Personal,Education,274,0,3859,DR
9/7/2020," The Good Guys /Expense/Household/Furniture, Electronics & Homewares", The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",304,0,3555,DR
11/7/2020,Petbarn /Expense/Household/Pets,Petbarn ,Expense,Household,Pets,314,0,3241,DR
11/7/2020,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,291,0,2950,DR
11/7/2020,"Spotify /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Spotify ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",144,0,2806,DR
14/7/2020, Rentokil /Expense/Household/Maintenance & Improvements, Rentokil ,Expense,Household,Maintenance & Improvements,191,0,2615,DR
14/7/2020,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,243,0,2372,DR
14/7/2020,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,218,0,2154,DR
17/7/2020,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,101,0,2053,DR
18/7/2020,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,61,0,1992,DR
18/7/2020,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,65,0,1927,DR
19/7/2020,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,71,0,1856,DR
21/7/2020,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,89,0,1767,DR
22/7/2020,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,91,0,1676,DR
23/7/2020,Ballet Schools /Expense/Personal/Fitness & Wellbeing,Ballet Schools ,Expense,Personal,Fitness & Wellbeing,165,0,1511,DR
23/7/2020,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,47,0,1464,DR
23/7/2020,Flight Centre /Expense/Leisure & Lifestyle/Holidays & Travel,Flight Centre ,Expense,Leisure & Lifestyle,Holidays & Travel,106,0,1358,DR
26/7/2020, EnergyAustralia /Expense/Household/Utilities, EnergyAustralia ,Expense,Household,Utilities,48,0,1310,DR
26/7/2020,Harris Farm Markets /Expense/Household/Groceries,Harris Farm Markets ,Expense,Household,Groceries,98,0,1212,DR
26/7/2020,Apple Store /Expense/Leisure & Lifestyle/Electronics,Apple Store ,Expense,Leisure & Lifestyle,Electronics,92,0,1120,DR
28/7/2020,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,77,0,1043,DR
28/7/2020,"Stan /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Stan ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",41,0,1002,DR
1/8/2020,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7002,CR
2/8/2020,Priceline Pharmacy /Expense/Personal/Health & Medical,Priceline Pharmacy ,Expense,Personal,Health & Medical,274,0,6728,DR
2/8/2020,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,32,0,6696,DR
2/8/2020,Karate for Kids /Expense/Personal/Fitness & Wellbeing,Karate for Kids ,Expense,Personal,Fitness & Wellbeing,262,0,6434,DR
3/8/2020,Beachfront Markets /Expense/Personal/Clothing & Accessories,Beachfront Markets ,Expense,Personal,Clothing & Accessories,431,0,6003,DR
3/8/2020,Eat Street Northshore /Expense/Leisure & Lifestyle/Pubs & Bars,Eat Street Northshore ,Expense,Leisure & Lifestyle,Pubs & Bars,525,0,5478,DR
3/8/2020,Health Food Store /Expense/Personal/Fitness & Wellbeing,Health Food Store ,Expense,Personal,Fitness & Wellbeing,323,0,5155,DR
4/8/2020,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,63,0,5092,DR
4/8/2020,Target /Expense/Personal/Clothing & Accessories,Target ,Expense,Personal,Clothing & Accessories,140,0,4952,DR
5/8/2020,Costco /Expense/Household/Groceries,Costco ,Expense,Household,Groceries,161,0,4791,DR
5/8/2020,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,400,0,4391,DR
8/8/2020,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,197,0,4194,DR
8/8/2020,AMF Bowling /Expense/Leisure & Lifestyle/Entertainment,AMF Bowling ,Expense,Leisure & Lifestyle,Entertainment,252,0,3942,DR
10/8/2020,Beachside Yoga Classes /Expense/Personal/Fitness & Wellbeing,Beachside Yoga Classes ,Expense,Personal,Fitness & Wellbeing,15,0,3927,DR
11/8/2020,"Netflix /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Netflix ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",320,0,3607,DR
11/8/2020,"Repco /Expense/Transport/Car Insurance, Rego & Maintenance",Repco ,Expense,Transport,"Car Insurance, Rego & Maintenance",323,0,3284,DR
12/8/2020,Campion Education /Expense/Personal/Children & Family,Campion Education ,Expense,Personal,Children & Family,180,0,3104,DR
13/8/2020,The Athlete's Foot /Expense/Personal/Clothing & Accessories,The Athlete's Foot ,Expense,Personal,Clothing & Accessories,259,0,2845,DR
13/8/2020,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,191,0,2654,DR
14/8/2020,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,174,0,2480,DR
14/8/2020,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,195,0,2285,DR
16/8/2020,Taronga Zoo /Expense/Leisure & Lifestyle/Entertainment,Taronga Zoo ,Expense,Leisure & Lifestyle,Entertainment,68,0,2217,DR
16/8/2020,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",29,0,2188,DR
17/8/2020, Ray White Real Estate /Expense/Personal/Life Admin, Ray White Real Estate ,Expense,Personal,Life Admin,186,0,2002,DR
18/8/2020,Tabcorp /Expense/Leisure & Lifestyle/Lottery & Gambling,Tabcorp ,Expense,Leisure & Lifestyle,Lottery & Gambling,143,0,1859,DR
19/8/2020,The Rocks Bar and Pub /Expense/Leisure & Lifestyle/Pubs & Bars,The Rocks Bar and Pub ,Expense,Leisure & Lifestyle,Pubs & Bars,142,0,1717,DR
19/8/2020,JB HiFi/Expense/Leisure & Lifestyle/Electronics,JB HiFi,Expense,Leisure & Lifestyle,Electronics,147,0,1570,DR
21/8/2020,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,65,0,1505,DR
22/8/2020,The Australian /Expense/Personal/Education,The Australian ,Expense,Personal,Education,102,0,1403,DR
22/8/2020,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,29,0,1374,DR
23/8/2020,"Kmart Tyre & Auto Service /Expense/Transport/Car Insurance, Rego & Maintenance",Kmart Tyre & Auto Service ,Expense,Transport,"Car Insurance, Rego & Maintenance",61,0,1313,DR
25/8/2020,"Supercheap Auto /Expense/Transport/Car Insurance, Rego & Maintenance",Supercheap Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",65,0,1248,DR
26/8/2020,Telstra /Expense/Personal/Mobile Phone,Telstra ,Expense,Personal,Mobile Phone,67,0,1181,DR
27/8/2020,Harris Farm Markets /Expense/Household/Groceries,Harris Farm Markets ,Expense,Household,Groceries,19,0,1162,DR
27/8/2020,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,110,0,1052,DR
27/8/2020,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,47,0,1005,DR
27/8/2020,Flight Centre /Expense/Leisure & Lifestyle/Holidays & Travel,Flight Centre ,Expense,Leisure & Lifestyle,Holidays & Travel,60,0,945,DR
27/8/2020,Event Cinemas /Expense/Leisure & Lifestyle/Entertainment,Event Cinemas ,Expense,Leisure & Lifestyle,Entertainment,81,0,864,DR
28/8/2020,"Amazon Prime /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Amazon Prime ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",37,0,827,DR
28/8/2020,Optometrist /Expense/Personal/Health & Medical,Optometrist ,Expense,Personal,Health & Medical,59,0,768,DR
1/9/2020,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6768,CR
2/9/2020,Surfstitch /Expense/Personal/Clothing & Accessories,Surfstitch ,Expense,Personal,Clothing & Accessories,329,0,6439,DR
3/9/2020," Fantastic Furniture /Expense/Household/Furniture, Electronics & Homewares", Fantastic Furniture ,Expense,Household,"Furniture, Electronics & Homewares",580,0,5859,DR
5/9/2020,Platypus Shoes /Expense/Personal/Clothing & Accessories,Platypus Shoes ,Expense,Personal,Clothing & Accessories,95,0,5764,DR
6/9/2020,Grill'd /Expense/Leisure & Lifestyle/Takeaway,Grill'd ,Expense,Leisure & Lifestyle,Takeaway,208,0,5556,DR
8/9/2020,The Sydney Morning Herald /Expense/Personal/Education,The Sydney Morning Herald ,Expense,Personal,Education,534,0,5022,DR
9/9/2020,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,160,0,4862,DR
9/9/2020,"JAX Tyres /Expense/Transport/Car Insurance, Rego & Maintenance",JAX Tyres ,Expense,Transport,"Car Insurance, Rego & Maintenance",335,0,4527,DR
9/9/2020,"Disney+ /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Disney+ ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",348,0,4179,DR
10/9/2020,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,349,0,3830,DR
11/9/2020,Taronga Zoo /Expense/Leisure & Lifestyle/Entertainment,Taronga Zoo ,Expense,Leisure & Lifestyle,Entertainment,297,0,3533,DR
12/9/2020,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,320,0,3213,DR
12/9/2020,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,78,0,3135,DR
12/9/2020,BWS /Expense/Leisure & Lifestyle/Alcohol,BWS ,Expense,Leisure & Lifestyle,Alcohol,211,0,2924,DR
12/9/2020,Kumon /Expense/Personal/Education,Kumon ,Expense,Personal,Education,102,0,2822,DR
13/9/2020,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",271,0,2551,DR
13/9/2020,The Espy /Expense/Leisure & Lifestyle/Pubs & Bars,The Espy ,Expense,Leisure & Lifestyle,Pubs & Bars,42,0,2509,DR
14/9/2020,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,62,0,2447,DR
15/9/2020,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,130,0,2317,DR
21/9/2020,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,54,0,2263,DR
21/9/2020,Menulog /Expense/Leisure & Lifestyle/Takeaway,Menulog ,Expense,Leisure & Lifestyle,Takeaway,132,0,2131,DR
21/9/2020,Witchery /Expense/Personal/Clothing & Accessories,Witchery ,Expense,Personal,Clothing & Accessories,149,0,1982,DR
21/9/2020,Platypus Shoes /Expense/Personal/Clothing & Accessories,Platypus Shoes ,Expense,Personal,Clothing & Accessories,137,0,1845,DR
22/9/2020,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,47,0,1798,DR
23/9/2020,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,7,0,1791,DR
25/9/2020,YMCA /Expense/Personal/Fitness & Wellbeing,YMCA ,Expense,Personal,Fitness & Wellbeing,110,0,1681,DR
25/9/2020,Beachside Caravan Park /Expense/Leisure & Lifestyle/Holidays & Travel,Beachside Caravan Park ,Expense,Leisure & Lifestyle,Holidays & Travel,105,0,1576,DR
27/9/2020,Uber /Expense/Transport/Taxies & Share Cars,Uber ,Expense,Transport,Taxies & Share Cars,108,0,1468,DR
1/10/2020,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7468,CR
