product_type,,,,,snapshot_date,available_credit,available_fum,transaction_id,,transaction_effective_date,transaction_amount,credit_debit_indicator,statement_description,high_level_transaction_purpose,mid_level_transaction_purpose,low_level_transaction_purpose,transaction_code,merchant_id,product_type_credit_card,snapshot_date_credit_card,statement_due_day,closing_balance,minimum_repayment_amount,previous_repayment_date,previous_repayment_amount
credit card,,,,,05-12-2023,433908.29,922233.36,55,,6/15/2023,1600.31,debit,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,donec dapibus duis at velit eu est congue elementum in,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,290,1333,credit card,02-11-2024,24,984734.87,9711.88,06-09-2023,7795.5
offset,,,,,1/26/2024,490000.63,318532.6,56,,10/23/2023,1417.69,debit,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,551,6952,credit card,3/18/2024,24,34844.45,3726.81,6/15/2023,6249.03
savings,,,,,2/13/2024,40876.95,993096.86,57,,06-06-2023,6530.6,credit,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,631,9904,credit card,5/15/2023,7,145026.56,8619.39,10/15/2023,7456.18
transaction,,,,,10/27/2023,297111.75,946021.87,58,,11/15/2023,6344.58,debit,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,340,9458,credit card,10/14/2023,2,187096.66,8073.64,9/24/2023,9939.78
savings,,,,,04-06-2024,434138.7,262445.21,59,,9/24/2023,3381.75,debit,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,509,7610,credit card,10-07-2023,5,402504.8,3732.21,02-09-2024,2907.94
transaction,,,,,10/16/2023,726699.86,147785.63,60,,10-10-2023,4098.66,credit,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,974,6494,credit card,3/28/2024,21,504901.84,499.78,10-09-2023,7598.9
credit card,,,,,10-06-2023,647378.69,817332.1,61,,6/23/2023,9608.53,credit,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,495,5430,credit card,10/15/2023,30,345757.33,9785.8,7/17/2023,6983.17
offset,,,,,01-01-2024,356449.89,526263.33,62,,03-01-2024,877.28,credit,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,sed tristique in tempus sit amet sem fusce consequat nulla nisl,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,369,9193,credit card,04-11-2024,22,422504.1,1151.65,3/26/2024,9179.49
transaction,,,,,10/22/2023,221876.46,582872.28,63,,5/30/2023,8603.1,debit,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,dapibus dolor vel est donec odio justo sollicitudin ut suscipit,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,905,7957,credit card,10/15/2023,13,538440.46,2543.54,12/14/2023,2476.35
savings,,,,,09-04-2023,399020.39,501175.06,64,,6/19/2023,7323.74,credit,sed sagittis nam congue risus semper porta volutpat quam pede,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,400,4977,credit card,3/21/2024,25,60161.39,2205.75,5/22/2023,1300.8
home loan,,,,,7/19/2023,618323.59,146421.22,65,,1/24/2024,5251.71,debit,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,952,5326,credit card,10/30/2023,6,68020.84,94.53,9/27/2023,4514.64
savings,,,,,8/16/2023,435441.59,71905.38,66,,10/18/2023,6236.67,debit,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,193,3633,credit card,6/15/2023,16,919346.83,8970.75,06-05-2023,3574.63
savings,,,,,03-03-2024,599655.92,188434.15,67,,4/24/2024,2315.38,credit,sed vel enim sit amet nunc viverra dapibus nulla suscipit,integer pede justo lacinia eget tincidunt eget tempus vel pede,ut blandit non interdum in ante vestibulum ante ipsum primis,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,505,2136,credit card,12/19/2023,5,334287.72,2729.17,8/21/2023,240.62
home loan,,,,,12/22/2023,463017.46,269505.35,68,,04-02-2024,8330.46,debit,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,457,2188,credit card,02-05-2024,20,657466.64,7547.76,12/21/2023,4680.22
personal loan,,,,,7/24/2023,599605.46,740791.32,69,,1/26/2024,2114.8,debit,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,730,6292,credit card,6/13/2023,17,65483.24,1997.41,08-04-2023,6128.69
credit card,,,,,5/30/2023,869395.22,733586.76,70,,02-06-2024,3817.06,credit,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,240,6357,credit card,1/24/2024,3,517745.38,845.61,05-06-2023,30.64
personal loan,,,,,01-01-2024,620448.68,957727.67,71,,03-02-2024,4837.28,credit,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,222,6180,credit card,2/23/2024,10,587670.94,4418.62,08-11-2023,9117.95
transaction,,,,,01-06-2024,56149.9,935501.11,72,,09-08-2023,6085.04,credit,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,388,2713,credit card,4/20/2024,17,634634.1,4564.38,3/26/2024,7639.95
transaction,,,,,7/23/2023,785596.61,93658.35,73,,7/14/2023,1217.43,credit,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,698,5674,credit card,8/23/2023,3,594464.28,2844.34,1/29/2024,3745.88
transaction,,,,,06-12-2023,725839.62,933832.55,74,,9/23/2023,7839.74,credit,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,417,1967,credit card,12-11-2023,6,312099.45,7374.2,03-07-2024,7234.25
credit card,,,,,01-10-2024,548373.05,777178.78,75,,5/17/2023,7289.51,debit,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,136,6287,credit card,7/19/2023,24,18727.94,859.36,06-03-2023,4208.34
transaction,,,,,10-12-2023,354560.89,884777.79,76,,01-01-2024,6468.5,debit,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,nulla sed accumsan felis ut at dolor quis odio consequat varius,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,731,9367,credit card,6/24/2023,6,505420.76,7955.63,3/15/2024,8524.3
transaction,,,,,3/25/2024,303092.23,287060.51,77,,11-07-2023,4856.17,debit,est donec odio justo sollicitudin ut suscipit a feugiat et,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,453,9531,credit card,11/13/2023,26,34521.54,2660.67,2/28/2024,7351.99
credit card,,,,,10/27/2023,796359.78,112595.56,78,,10/14/2023,1044.93,credit,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,sed augue aliquam erat volutpat in congue etiam justo etiam,455,9244,credit card,04-01-2024,17,294686.15,1466.64,11-03-2023,6383.46
credit card,,,,,1/20/2024,609729.28,104849.38,79,,10/17/2023,9678.7,credit,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,427,1170,credit card,1/29/2024,12,689900.18,903.46,8/22/2023,1079.41
transaction,,,,,03-05-2024,87166.34,945899.66,80,,12-12-2023,8672.79,credit,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,eget eleifend luctus ultricies eu nibh quisque id justo sit,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,316,4880,credit card,8/25/2023,24,111051.55,7071.67,10-01-2023,1270.44
home loan,,,,,11-08-2023,155398.91,416351.77,81,,5/22/2023,5919.66,debit,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,161,5088,credit card,5/17/2023,22,21651.99,6624.74,9/13/2023,6854.53
personal loan,,,,,7/21/2023,798556.43,293610.72,82,,4/14/2024,8362.07,debit,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,169,7204,credit card,7/23/2023,11,587705.49,8669.97,06-12-2023,1479.34
personal loan,,,,,10-01-2023,26616.64,94340.87,83,,08-03-2023,9144.2,credit,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,581,2475,credit card,3/14/2024,27,92484.75,6296.78,6/13/2023,8087.12
offset,,,,,06-12-2023,83745.85,723604.15,84,,01-05-2024,4072.84,debit,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,mauris morbi non lectus aliquam sit amet diam in magna bibendum,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,417,8961,credit card,10/16/2023,5,369122.88,713.47,01-05-2024,8120.25
